"plot_quad","finerootV.totalrootV","height","N.perc","root.shoot","RootAvgDiam.mm","RootLength.cm","SLA"
"ARRI04_C.1",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,0.237246097791707
"ARRI04_C.2",0.738178334489845,0.413347194706548,1.17077613396455,2.11448377687799,0.264604527961174,1.84798473166191,1.53395287347368
"ARRI04_C.3",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.53395287347368
"ARRI04_C.4",2.63357214274343,1.06343820761623,2.13377619548518,2.0576657317749,1.64576559515296,2.02035522307994,2.75925404060166
"ARRI04_C.5",2.63357214274343,1.06343820761623,2.13377619548518,2.0576657317749,1.64576559515296,2.02035522307994,2.75925404060166
"ARRI04_C.6",0.0948752795064435,0.413347194706548,1.17077613396455,0.256228740266707,0.264604527961174,0.963155344404233,1.73845958358262
"ARRI04_C.7",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.53395287347368
"ARRI05_C.1",0.0948752795064435,0.866224973662208,1.35817974268373,0.578820097581742,0.0237266487189021,1.21127027446418,0.410821036208065
"ARRI05_C.2",0.0948752795064435,1.06343820761623,1.37640664645136,0.823011651148916,0.866374425336607,1.11412064031995,2.13273288891381
"ARRI05_C.3",0.0948752795064435,1.07057773496483,1.64895530627299,0.749483336961701,0.0237266487189021,1.21127027446418,2.14239933552214
"ARRI05_C.4",0.0948752795064435,0.413347194706548,1.17077613396455,0.256228740266707,0.264604527961174,0.963155344404233,1.73845958358262
"ARRI05_C.5",0.161530117956632,0.413347194706548,1.17077613396455,0.576072279632961,0.264604527961174,1.21127027446418,1.95327510826377
"ARRI05_C.6",0.0948752795064435,0.413347194706548,1.17077613396455,0.23562894537738,0.264604527961174,0.963155344404233,1.73845958358262
"ARRI05_C.7",0.30853033029596,0.866224973662208,1.35817974268373,0.578820097581742,0.0237266487189021,1.72740607176248,1.11894102926995
"SEEP01_C.1",0.0948752795064435,0.726478058777994,2.13377619548518,0.37115215103921,0.382456082107689,0.721690463308912,2.09266732582745
"SEEP01_C.2",0.635921040461237,0.456615701727006,1.04541012616319,1.36405181748361,0.382456082107689,1.2248974667284,0.896000626094169
"SEEP01_C.3",0.0336091422872222,0.0668559657266055,1.41772260275055,0.316015932330423,0.382456082107689,0.277394742246728,1.19856664161274
"SEEP01_C.4",0.0948752795064435,0.726478058777994,1.16685662420993,0.37115215103921,0.234719668813971,0.510033672764352,0.942130508058699
"SEEP01_C.5",0.0520747452382438,0.0668559657266055,1.41772260275055,0.37115215103921,0.364055380535509,0.432368329228193,1.73845958358262
"SEEP01_C.6",0.038626970135954,0.726478058777994,1.16685662420993,0.37115215103921,0.234719668813971,0.103632253596278,0.942130508058699
"SEEP01_C.7",0.0336091422872222,1.06343820761623,1.85098467391845,0.42131223754072,0.364055380535509,0.277394742246728,1.73845958358262
"SEEP02_C.1",0.0490334992156529,0.413347194706548,1.17077613396455,0.216405267907305,0.264604527961174,0.392954387676996,1.30492172042278
"SEEP02_C.2",0.368154459730336,0.413347194706548,1.04541012616319,0.216405267907305,0.264604527961174,0.720992064923508,0.237246097791707
"SEEP02_C.3",0.30853033029596,0.413347194706548,1.17077613396455,0.405409040253003,0.256939090032255,0.810177525906144,0.154384902654024
"SEEP02_C.4",0.0948752795064435,0.413347194706548,1.17077613396455,0.434588407745763,0.256939090032255,0.897966190117973,0.802738290495014
"SEEP02_C.5",0.198187450393295,0.413347194706548,1.04541012616319,0.216405267907305,0.256939090032255,0.720992064923508,0.154384902654024
"SEEP02_C.6",0.0520747452382438,0.456615701727006,1.04541012616319,0.144798608496428,0.584190221777592,0.0143469480678402,0.154384902654024
"SEEP02_C.7",0.0520747452382438,0.726478058777994,0.988608420050641,0.376156720867255,0.50304502348605,0.515658977121787,0.154384902654024
"SEEP03_C.1",0.30853033029596,0.720983136911455,1.04541012616319,0.697181990299832,0.608793946165596,0.691912860382129,0.0470277140206505
"SEEP03_C.2",0.038626970135954,0.0668559657266055,1.17077613396455,0.129217349351301,0.256939090032255,0.0396318292491622,0.0470277140206505
"SEEP03_C.3",0.038626970135954,0.0668559657266055,1.04541012616319,0.135938639921792,0.240563839019909,0.103632253596278,0.0470277140206505
"SEEP03_C.4",0.0520747452382438,0.0668559657266055,1.35817974268373,0.442980007864397,0.315864867105513,0.432368329228193,0.0470277140206505
"SEEP03_C.5",0.038626970135954,0.0668559657266055,1.41772260275055,0.283964232483206,0.315864867105513,0.0396318292491622,0.0470277140206505
"SEEP03_C.6",0.038626970135954,0.720983136911455,1.41772260275055,0.283964232483206,0.299489616093167,0.0396318292491622,0.0470277140206505
"SEEP03_C.7",0.476957828894619,0.720983136911455,1.41772260275055,0.589335290877668,0.315864867105513,0.707150861038222,0.0470277140206505
"SEEP04_C.1",0.161530117956632,0.383076491363551,1.04541012616319,0.405409040253003,0.264604527961174,1.21127027446418,1.30492172042278
"SEEP04_C.2",0.588840219535665,0.413347194706548,1.17077613396455,0.405409040253003,0.264604527961174,1.72740607176248,0.237246097791707
"SEEP04_C.3",0.588840219535665,0.383076491363551,1.04541012616319,0.405409040253003,0.264604527961174,1.84798473166191,0.237246097791707
"SEEP04_C.4",0.588840219535665,0.383076491363551,1.04541012616319,0.405409040253003,0.264604527961174,1.84798473166191,0.237246097791707
"SEEP04_C.5",0.588840219535665,0.383076491363551,1.04541012616319,0.405409040253003,0.264604527961174,1.84798473166191,0.237246097791707
"SEEP04_C.6",0.588840219535665,0.2592052238005,1.17077613396455,0.405409040253003,0.264604527961174,1.45585615658281,0.237246097791707
"SEEP04_C.7",0.30853033029596,0.413347194706548,1.04541012616319,0.405409040253003,0.264604527961174,1.28518679667811,0.237246097791707
"SEEP05_C.1",0.038626970135954,0.0859596093105284,1.19978416380812,0.694631596087966,0.554950835057386,0.378414785406306,0.0470277140206505
"SEEP05_C.2",0.626193527675785,0.0859596093105284,1.19978416380812,0.398821390327241,0.306664516319423,0.691912860382129,0.533465803315193
"SEEP05_C.3",0.621175699827053,0.0859596093105284,1.19978416380812,0.316015932330423,0.306664516319423,0.606130817878643,0.533465803315193
"SEEP05_C.4",0.626193527675785,0.400035074403834,1.19978416380812,0.589335290877668,0.315864867105513,0.707150861038222,0.533465803315193
"SEEP05_C.5",0.621175699827053,0.0859596093105284,1.19978416380812,0.316015932330423,0.315864867105513,0.606130817878643,0.533465803315193
"SEEP05_C.6",0.626193527675785,0.0859596093105284,1.19978416380812,1.00023171690361,0.382456082107689,0.707150861038222,0.995407899114044
"SEEP05_C.7",0.847821060593053,0.0859596093105284,1.41772260275055,0.410975623398612,0.306664516319423,0.707150861038222,0.533465803315193
