"plot_quad","SLA","root.shoot","RootLength.cm","RootAvgDiam.mm","finerootV.totalrootV","height","N.perc","vegtype","plot","plotno"
"ARAR04_CC3",0.995624620446675,-0.859324243346739,1.08249472725437,-0.932440418252802,0.858102166059998,0.616859630426628,-0.911288468712513,"ARAR","ARAR04","04"
"ARAR05_C.1",1.57033147619268,-2.24701824178629,-1.27442638410213,-1.54988809163805,1.45731582160012,0.742352830092395,-2.04249827083881,"ARAR","ARAR05","05"
"ARAR05_C.2",0.369909132246424,-1.05088111931887,-1.34233517688129,-1.10073804974684,1.44141484384141,-1.27152515783466,-0.595344965674797,"ARAR","ARAR05","05"
"ARAR05_C.3",-0.096504515250127,-0.156382883792969,0.789692265204511,0.04523375930696,0.597335501383591,0.308118010528647,0.536132029587205,"ARAR","ARAR05","05"
"ARAR05_C.4",1.55257697673051,-1.95377907828155,-1.85064514071381,-1.092662076265,1.46519401736882,-1.5931635266603,-0.391612416343306,"ARAR","ARAR05","05"
"ARAR05_C.5",1.51358682953165,-1.28380860039321,0.547387706264186,-1.00408569331922,1.11016603464652,0.343649927104182,-0.800454261360766,"ARAR","ARAR05","05"
"ARAR05_C.6",-0.886516632009642,-0.950985656642427,-0.951126241273207,-0.567384069007446,1.11872475601839,-0.969983527356955,-0.138037993722972,"ARAR","ARAR05","05"
"ARAR05_C.7",1.43393028483709,-1.8937059197229,-1.4164272667018,-1.35955920488966,1.61383009486377,-1.36102577699202,-0.847818064761936,"ARAR","ARAR05","05"
"ARAR05_CC1",-0.707362190510985,0.0661029207854111,0.109064655003538,-0.542005791288906,0.695204506807662,1.89239158097547,-0.134199865374912,"ARAR","ARAR05","05"
"ARAR05_CC2",0.869970136420216,-0.645212766231839,-1.20588412074676,-0.337835518298272,0.327482991868786,-0.547758193708544,-0.182391969884248,"ARAR","ARAR05","05"
"ARAR05_CC3",0.250414031149235,-2.23402894467587,-1.68973006401638,-1.48290273160361,1.48205759846176,0.0350480958281231,-1.11225420926574,"ARAR","ARAR05","05"
"ARRI01_C.1",0.654798660839315,0.302402509620587,0.399548725170553,-0.255640731950725,0.343322751948243,-1.28796719877441,0.756277161038269,"ARRI","ARRI01","01"
"ARRI01_C.2",0.334918096698506,0.119722197315646,0.556091500446449,-0.663960928608067,0.428805104689615,-0.531926033971102,-0.218877723874908,"ARRI","ARRI01","01"
"ARRI01_C.3",-0.814465221461448,0.376006145938916,0.767731874612501,-0.486127978119636,0.235592845748158,-0.0119219160834544,-0.183944004602137,"ARRI","ARRI01","01"
"ARRI01_C.4",0.312666689071093,-0.0381021661766594,-0.683216058634312,0.337279885765634,0.488127890739285,-2.26541141863591,2.23639759996473,"ARRI","ARRI01","01"
"ARRI01_C.5",2.74796413998124,-0.926640256211899,-1.574110079924,0.542814992429517,0.518876797084752,-2.64927667128981,1.40342575332587,"ARRI","ARRI01","01"
"ARRI01_C.6",-1.80288610481964,-2.1467756483216,-2.46596232641687,-0.615201242829902,1.8898587210982,-1.87634542438014,1.62379462180206,"ARRI","ARRI01","01"
"ARRI01_C.7",-1.47593691491035,0.677486971674905,-1.03932157793522,2.57933571878552,-2.64500384902171,-0.880816166930086,0.782107840452783,"ARRI","ARRI01","01"
"ARRI01_CC1",-0.14764144222282,0.14336154849641,0.27215807972268,-0.337552647861253,0.402126456947694,-0.691968106809514,0.461289989735566,"ARRI","ARRI01","01"
"ARRI01_CC2",0.22157860411721,-0.128855708719487,0.167664652113246,-0.664028513752953,0.549118993745509,-1.05417279565978,-0.200623196409886,"ARRI","ARRI01","01"
"ARRI01_CC3",0.687026842120932,-2.41575349896633,-1.39320034523442,-1.57481452598994,1.39197119565738,0.969893936866727,-0.770809461538692,"ARRI","ARRI01","01"
"ARRI02_C.1",-2.49376150739533,1.98912049054637,0.107741395278474,1.72639150321791,-0.64624469440155,-3.127291154324,4.20445759800563,"ARRI","ARRI02","02"
"ARRI02_C.2",-1.92780639835814,1.60429765728472,0.465524433392956,1.02687523734454,-0.461194717092369,-2.06372368044977,2.77371802288997,"ARRI","ARRI02","02"
"ARRI02_C.3",-2.38624235691759,1.85875088470405,0.0558707687345196,1.62368486999679,-0.575312916593405,-3.05006045592294,4.04343149121006,"ARRI","ARRI02","02"
"ARRI02_C.4",-1.93520371249646,1.79214498880564,0.649447320022713,1.0579650815911,-0.552205699703662,-2.07043788990733,2.77536792144102,"ARRI","ARRI02","02"
"ARRI02_C.5",-1.18505607608782,1.11641993983729,0.747804798281398,0.219220793858169,-0.189053799421964,-1.05453171113403,1.49398276656733,"ARRI","ARRI02","02"
"ARRI02_C.6",-0.733522622765197,0.128344797097514,-0.0976446811478372,0.1330298975707,-0.0926296813591318,-0.552932370218117,0.928875162082065,"ARRI","ARRI02","02"
"ARRI02_C.7",-0.482427783215685,-0.118946498929572,-1.14791240344466,1.77809305212901,-2.0968433579109,-0.146885636963936,0.340581809752398,"ARRI","ARRI02","02"
"ARRI02_CC1",-1.47933577008012,1.06590857804858,0.0984459145753497,1.15127443880635,-1.02230670363942,-1.1489637983935,1.56048370876349,"ARRI","ARRI02","02"
"ARRI02_CC2",-1.15008548048469,1.32104872705983,1.14478793749125,0.148711710506233,-0.335734416924306,-0.683142498477526,0.930831286939523,"ARRI","ARRI02","02"
"ARRI02_CC3",-0.862870188290027,0.0876796486012813,0.0581315106869063,-0.210108624858688,0.286662705191707,-0.580788755984412,0.645026956471361,"ARRI","ARRI02","02"
"ARRI03_C.1",0.0291436661009609,0.58673434353604,0.995216258595957,-0.621475821684998,0.0530205969663972,0.0566096898029659,-0.374525713461743,"ARRI","ARRI03","03"
"ARRI03_C.2",1.12584374466399,-0.995167628137259,0.791689705454404,-0.869192139318708,0.797894394174961,0.574787070812938,-0.8683845398055,"ARRI","ARRI03","03"
"ARRI03_C.3",0.775341354079016,-0.0647074255577586,0.438399151432711,0.278718203732064,-0.571903965005697,-0.063202730541833,-0.266964345309365,"ARRI","ARRI03","03"
"ARRI03_C.4",0.390269826784891,-0.00440335937767275,1.04591110870302,-0.736555764974247,0.383962462983102,0.298741682167383,-0.573451972389343,"ARRI","ARRI03","03"
"ARRI03_C.5",0.549433787394119,-0.347537611992479,1.03750687916422,-0.823943432741212,0.561564946415234,0.480555053687841,-0.729712117599751,"ARRI","ARRI03","03"
"ARRI03_C.6",0.200454358048732,-0.924604844829213,0.0917481043851726,-0.85456392219422,0.684277489825038,0.2866649532725,-0.694474526952141,"ARRI","ARRI03","03"
"ARRI03_C.7",-0.572547608633631,0.265609696123424,0.716462266126941,-0.533666810014584,0.271550672958872,0.0544493422250846,-0.323465724710322,"ARRI","ARRI03","03"
"ARRI03_CC1",-0.0546677498454356,0.402890239901236,0.912798338998025,-0.582361682554334,0.181940772269597,0.0603095910106601,-0.329151530920415,"ARRI","ARRI03","03"
"ARRI03_CC2",0.197948642341429,0.114810472798312,0.439670676119618,-0.472877967848116,0.459757496380371,-0.519141857879203,-0.0282275208095947,"ARRI","ARRI03","03"
"ARRI03_CC3",0.41898447715135,-0.192991871872596,0.626801320789722,-0.413365852634995,0.196301415062622,-0.126449274922905,-0.515769316865796,"ARRI","ARRI03","03"
"ARRI04_C.1",-0.829285521209199,0.649394276795011,0.895389362858119,-0.231399380752375,0.00967212585065785,-0.210492215664468,0.279523973303172,"ARRI","ARRI04","04"
"ARRI04_C.2",-1.91823198513814,1.73892260797388,0.601191125152222,1.04502380042461,-0.528848514767947,-2.06221733363652,2.77188412980223,"ARRI","ARRI04","04"
"ARRI04_C.3",-0.894687851950663,0.546762446736049,1.03109315443224,-0.520066071823327,0.0903621585050007,0.248053045948531,-0.424548935293651,"ARRI","ARRI04","04"
"ARRI04_C.4",-1.07391729379698,1.275345358383,1.19284337052924,0.0605005625651639,-0.314733471580039,-0.54855413960747,0.751883702995348,"ARRI","ARRI04","04"
"ARRI04_C.5",-1.96254613848692,1.80855132627937,0.632196651752665,1.08963062187763,-0.559744500596476,-2.11875165975811,2.83960551567739,"ARRI","ARRI04","04"
"ARRI04_C.6",-0.0129268460618379,-0.227430794495768,0.523661057123368,-0.915599745786233,0.378977739377589,0.593769905551094,-0.727293476286849,"ARRI","ARRI04","04"
"ARRI04_C.7",-1.47473772372616,0.795607585184042,0.249219266325263,0.395583947095496,-0.0684010372149997,-1.21304718524487,1.6445187517722,"ARRI","ARRI04","04"
"ARRI04_CC1",-0.402786005145085,0.575863198725944,1.1638012997066,-0.625716977714234,0.0309024745011983,0.366042918580584,-0.505962249847008,"ARRI","ARRI04","04"
"ARRI04_CC2",-0.909407956154421,0.675291000590814,0.863300942909231,-0.31295695647793,0.0271006888380762,0.252853540568185,-0.212227146161244,"ARRI","ARRI04","04"
"ARRI04_CC3",-1.01467537081766,1.23979829385658,1.23021981844768,-0.00810810805566749,-0.298399402978944,-0.443874304930759,0.612702248816544,"ARRI","ARRI04","04"
"ARRI05_C.1",1.50550757557272,-1.11074712906615,0.939625964683695,-0.667560152386853,0.82002824831141,0.356528784652624,-0.777566858331481,"ARRI","ARRI05","05"
"ARRI05_C.2",-0.300175137288177,0.808447562092878,1.34102873448283,-0.560691574581273,-0.0614559674592034,0.160375578961867,-0.439054554681581,"ARRI","ARRI05","05"
"ARRI05_C.3",0.178720101053565,-0.296161869803461,0.692122641368496,-0.0438195578519885,0.683463420737284,0.189092847260182,0.495512096271087,"ARRI","ARRI05","05"
"ARRI05_C.4",-0.0709710309718466,0.509086190375999,0.762958600951346,-0.427653961712056,0.172545849858397,-0.481743961416564,0.0841509726363376,"ARRI","ARRI05","05"
"ARRI05_C.5",-0.347332828308402,0.842274988867005,0.716702363863916,0.120137727239283,-0.222757637821925,-0.730607452466991,0.677341083107589,"ARRI","ARRI05","05"
"ARRI05_C.6",-1.51596929043034,1.13460066111211,0.37993044208429,0.678938384834975,-0.330038354192643,-1.72533137637017,2.04016359020481,"ARRI","ARRI05","05"
"ARRI05_C.7",0.904112418708577,-0.767367717083296,0.92210468097661,-0.334673944691719,0.804551610828493,-0.250347793542348,0.141512317688114,"ARRI","ARRI05","05"
"ARRI05_CC1",-0.662862424087425,0.95278797818165,1.08318938044959,-0.0188489917385882,-0.115196470722748,-0.593733628512706,0.691064797654147,"ARRI","ARRI05","05"
"ARRI05_CC2",0.300143163219742,-0.33923381862115,-1.43521412278674,1.52197531395365,-1.29251611453904,-1.10682233581955,0.635497282744272,"ARRI","ARRI05","05"
"ARRI05_CC3",-1.15770646657772,1.21669019365705,0.293349312519801,1.09060567866784,-0.92432536770257,-1.34633760239493,1.60057367581899,"ARRI","ARRI05","05"
"SEEP01_C.1",-0.857057195654292,0.430838603465356,-0.297109846032078,1.46722047131167,-1.40538489183957,-0.279183614309323,0.40567741801698,"SEEP","SEEP01","01"
"SEEP01_C.2",-1.76981198024709,1.13905914880855,-0.664691357352644,2.60187438541771,-2.5552430344157,-1.14488633627904,1.39831706694637,"SEEP","SEEP01","01"
"SEEP01_C.3",-0.91578075075446,0.560854527691358,-1.36026130513615,2.58628330757956,-2.55386475236719,-0.738696537121176,0.703893876762581,"SEEP","SEEP01","01"
"SEEP01_C.4",-0.807022791139732,0.71934704817386,0.203154978193777,0.796732457386156,-1.19234698589132,-0.358497308304246,0.025564847239092,"SEEP","SEEP01","01"
"SEEP01_C.5",0.0786560921699567,-0.822393414412277,-1.48250393249122,1.00087560868384,0.0647747140088865,-0.201826810959431,0.109759161445386,"SEEP","SEEP01","01"
"SEEP01_C.6",-1.11058203196693,0.474925476692282,-1.44238036926442,2.65014759349996,-2.67418310661016,-1.00391095133146,0.769501504739645,"SEEP","SEEP01","01"
"SEEP01_C.7",-0.853215330271053,0.792979922655382,0.122320232988324,1.14074332674787,-1.51317573937147,-0.320508457916908,0.208814310214998,"SEEP","SEEP01","01"
"SEEP01_CC1",-0.181963591710017,-0.268544094555802,-0.285916515905487,0.613026019897481,-0.424907089170593,0.382502098740593,0.0528476070648145,"SEEP","SEEP01","01"
"SEEP01_CC2",-1.56927607550954,1.13533312150929,-0.361125239933738,2.038330059443,-1.77950758453604,-1.37450943827992,1.76144023085423,"SEEP","SEEP01","01"
"SEEP01_CC3",-1.13713375264675,-0.01689851891621,-2.08888521162716,1.5207419784494,-0.700893198568412,-1.56638795021314,0.986297325440823,"SEEP","SEEP01","01"
"SEEP02_C.1",0.570638342009831,-0.707511497516969,-0.69680689459089,0.195179137320614,0.448030242287062,-0.263416947517209,0.164587317493334,"SEEP","SEEP02","02"
"SEEP02_C.2",0.887175897608268,-1.63238658864722,-0.134230047516691,-1.18602601425248,1.10548625117993,1.05306285392388,-1.14087922770873,"SEEP","SEEP02","02"
"SEEP02_C.3",0.173557938002944,-0.301661855985753,-0.0697438429858627,-0.385916803601931,-0.0432107428734228,0.0741214905810526,-0.522185991197206,"SEEP","SEEP02","02"
"SEEP02_C.4",0.721811186319887,-0.514506771883504,-0.647085067006207,0.0906878032844069,-0.352484285294483,-0.267271489514379,-0.0735327342690044,"SEEP","SEEP02","02"
"SEEP02_C.5",1.35133586220353,-0.989237908287385,0.649668503570528,-0.464317039765184,0.990257754567703,1.06963830915933,-1.25607694267906,"SEEP","SEEP02","02"
"SEEP02_C.6",1.0951559346469,-0.599006100427946,0.931043302076247,-0.229096873276645,0.721668743416547,0.758154787313648,-0.985569326471833,"SEEP","SEEP02","02"
"SEEP02_C.7",0.655683085400353,-0.856384344295851,0.110652324691792,-0.658335332296422,0.978448439136262,0.0690548968803957,-0.468054473270025,"SEEP","SEEP02","02"
"SEEP02_CC1",0.848438678676435,-1.04790767897076,0.367507156054819,-0.656206347523324,0.944964127384532,0.705556656132338,-0.722259459451469,"SEEP","SEEP02","02"
"SEEP02_CC2",0.647899906271101,-0.383916756299457,0.128297733710554,0.40372829804543,0.178187791298296,0.137875535795863,-0.183499303492747,"SEEP","SEEP02","02"
"SEEP02_CC3",0.405346113054211,-1.24165757199346,-0.621281509734719,-0.669594608013243,0.722972032995038,0.702722063423995,-0.694062817083891,"SEEP","SEEP02","02"
"SEEP03_C.1",1.07871893721777,0.622553507566554,-1.04121078111892,0.732077466198334,-0.789887087596676,0.631309843726065,-0.0662205430562806,"SEEP","SEEP03","03"
"SEEP03_C.2",1.28773993800033,0.920377655691147,-1.36030816933592,-0.0627591357790392,-0.185509273718089,-0.111573949147795,-0.0807334813091417,"SEEP","SEEP03","03"
"SEEP03_C.3",1.40685734860543,0.239477632633403,-0.585819670548311,0.109677123244318,0.0111058872287707,0.228830526305997,-0.344101510801608,"SEEP","SEEP03","03"
"SEEP03_C.4",0.479488104354957,0.874869929376213,-1.20850561643352,0.927953206489896,-1.11029565803452,0.555105801577634,-0.00656090374447322,"SEEP","SEEP03","03"
"SEEP03_C.5",1.30298593725078,0.718756820819397,-1.85252761221291,0.26649778624082,-0.359884709374843,0.610528221245936,-0.448892219028557,"SEEP","SEEP03","03"
"SEEP03_C.6",1.9663900885259,-0.441054464744864,-1.59307617333455,-0.725110869349736,0.602737619934233,-1.47197174600701,0.502443902210406,"SEEP","SEEP03","03"
"SEEP03_C.7",0.634412030507725,0.554586259993489,-1.52201959147486,0.884612774014339,-1.01144380632211,-0.220297388684234,0.166136583821465,"SEEP","SEEP03","03"
"SEEP03_CC1",0.507301356957949,0.959764238949156,-1.54673232785724,1.11921174414812,-1.15783126966357,0.321816961272182,-0.23048746182317,"SEEP","SEEP03","03"
"SEEP03_CC2",0.918604230730783,0.456156568968664,-0.537999420294723,0.559833840782964,-0.434042959283197,0.65507193117868,-0.40023900568349,"SEEP","SEEP03","03"
"SEEP03_CC3",1.6098050129074,0.788209463340537,-2.04195907295256,0.0567459501834478,-0.284059293862839,-0.537101743777892,0.107461446662919,"SEEP","SEEP03","03"
"SEEP04_C.1",0.774517132236073,-1.56312281415479,-0.306850740630934,-1.2154132609991,1.0598780198469,1.00828939950628,-1.04451563468309,"SEEP","SEEP04","04"
"SEEP04_C.2",-0.0131810717067321,-0.60396868733447,0.0235490533063917,-0.555338575939579,0.135506849263404,0.650111056875768,-0.68856330314678,"SEEP","SEEP04","04"
"SEEP04_C.3",1.23121078136291,-1.33336582352884,0.500927238298257,-0.900846335136927,1.13614255057243,1.06405098651173,-1.16300986264809,"SEEP","SEEP04","04"
"SEEP04_C.4",1.08052683827029,-1.44023568997098,0.372426993625065,-1.11468287037054,1.11297874039448,0.899166327004614,-1.01715358887278,"SEEP","SEEP04","04"
"SEEP04_C.5",1.19051166008354,-1.53227477122571,0.210435435045369,-0.967580241469574,1.20011032523522,1.13537324698233,-1.17075213049475,"SEEP","SEEP04","04"
"SEEP04_C.6",1.46889247197155,-1.6131469828957,0.291733113487659,-0.871643808958807,1.30020339222817,0.959787762625501,-1.12742364757593,"SEEP","SEEP04","04"
"SEEP04_C.7",1.10694673197139,-0.714610528248433,0.974095928677973,-0.409371082542826,0.914937011128839,0.730749687960767,-0.847709171482777,"SEEP","SEEP04","04"
"SEEP04_CC1",0.58699442254008,-1.73521131838741,-0.659524186296074,-1.28589369237048,1.12434373255251,1.1195157639184,-1.0766858008426,"SEEP","SEEP04","04"
"SEEP04_CC2",0.796330207228179,-1.39421644238304,-0.102393078528942,-1.01203497308307,1.04955300690649,1.22527503470894,-1.18178551628205,"SEEP","SEEP04","04"
"SEEP04_CC3",1.30005773634595,-1.37459157585136,0.763231526966799,-0.984697609158527,1.15198629973424,0.739552995391217,-0.888679023259001,"SEEP","SEEP04","04"
"SEEP05_C.1",0.554319248097371,0.362762091422951,-0.829247574621601,0.45283329005341,-0.315230835375153,0.498074906922077,-0.260191326568554,"SEEP","SEEP05","05"
"SEEP05_C.2",0.651895067532414,0.95785913933435,-1.41979712593047,0.830239423261044,-0.498353676366542,0.9392588302802,-0.500346418070736,"SEEP","SEEP05","05"
"SEEP05_C.3",0.227149749165523,0.291540703942714,-1.31165780017609,0.591458850632645,-0.541157107607351,-0.381271161140351,-0.718225811348186,"SEEP","SEEP05","05"
"SEEP05_C.4",0.607791629411312,0.812512114414258,-1.08369852401679,0.626846591545112,-0.710532876108146,1.23076607099729,-0.12301315868461,"SEEP","SEEP05","05"
"SEEP05_C.5",0.50072595509962,0.899547587156073,-1.08580807536383,0.744240080607033,-0.50920275608131,0.97918553539237,-0.261738489359835,"SEEP","SEEP05","05"
"SEEP05_C.6",-0.0310571960425472,0.897730074922333,-1.43426390582735,1.40450890068815,-1.34630596451354,0.37106866042824,-0.417482728300319,"SEEP","SEEP05","05"
"SEEP05_C.7",-0.628426190175767,1.28539757496165,-1.33781783858527,2.28924040236859,-2.02529312986492,0.311835224305967,0.10028662871598,"SEEP","SEEP05","05"
"SEEP05_CC1",0.563592554964651,0.483478763560825,-0.461119106147596,0.513611769560634,-0.509923125426416,1.73041258813445,0.497896606326428,"SEEP","SEEP05","05"
"SEEP05_CC2",1.2286426382005,0.0410495153837722,-1.58649299970831,-0.243361611807689,0.192516733861302,-0.0325210293052609,-0.371440652500578,"SEEP","SEEP05","05"
"SEEP05_CC3",0.544354613210612,0.405089355080902,-1.21950284659429,0.615456371018487,-0.54332033440081,0.65785451768898,-0.190004386376725,"SEEP","SEEP05","05"
