"plot_quad","SLA","root.shoot","RootLength.cm","RootAvgDiam.mm","finerootV.totalrootV","height","N.perc","vegtype","plot","plotno"
"ARAR03_C.3",-0.734480473705631,1.02292049740206,1.43953170990124,-0.373139917461045,0.119962286535187,2.30572672631954,-0.0747064915738275,"ARAR","ARAR03","03"
"ARAR03_C.4",-0.526977166310237,0.858709704313083,1.43296800759532,-0.562674327629634,-0.105190671621456,0.381879975402361,-0.461566851853403,"ARAR","ARAR03","03"
"ARAR03_C.5",0.367747214378584,-0.16437657664067,1.22733938022546,-0.784469452713574,0.436357212187404,0.586386242749325,-0.707639397086452,"ARAR","ARAR03","03"
"ARAR03_C.6",-0.202790929554542,0.48567608735097,0.982842975657977,-0.54836260206761,0.132433355343345,0.123626287952971,-0.312619380292529,"ARAR","ARAR03","03"
"ARAR03_C.7",-0.393523730142488,0.855654858042135,1.3845960391452,-0.555076652040601,-0.0966362409711781,0.282957429806806,-0.408491958461149,"ARAR","ARAR03","03"
"ARAR04_C.1",0.193426946947325,-0.8745984846817,0.0831217860030158,-0.718039951981452,0.732472854034866,0.754643447299754,-0.35629169897773,"ARAR","ARAR04","04"
"ARAR04_C.2",0.0739523885283989,-0.513101872439968,0.357978860264668,-0.109534029816804,0.453592853509252,0.557344537037072,0.119752383663728,"ARAR","ARAR04","04"
"ARAR04_C.3",-0.52514465776425,-0.137186641706296,0.0818081149805444,-0.184478650348562,-0.205293137888954,0.43544755619108,-0.417722701517111,"ARAR","ARAR04","04"
"ARAR04_C.4",-0.604829008386338,0.319934733120372,0.903586233668955,-0.485619460256661,0.220595919644718,0.386819465206834,-0.285711661942454,"ARAR","ARAR04","04"
"ARAR04_C.5",0.206773439195798,-1.42714380602036,-0.577189733266133,-1.18443563127057,0.894801743103275,0.868613164371203,-0.851887430667964,"ARAR","ARAR04","04"
"ARAR04_C.6",0.671241594584646,-0.888647224067767,0.293369986020614,0.0739450215201587,-0.0307598122768842,0.365698601665197,-0.519827372764204,"ARAR","ARAR04","04"
"ARAR04_C.7",-0.839656731004572,0.920293615511457,1.0488368797543,0.0224515246425701,-0.301024240925781,1.65165771461507,-0.0304319403325868,"ARAR","ARAR04","04"
"ARAR05_C.1",1.43361542521599,-2.16050128773593,-1.25766843742139,-1.4919723370913,1.35281346861835,0.771574364236373,-1.86374008614493,"ARAR","ARAR05","05"
"ARAR05_C.2",0.317635395314089,-1.00239515848033,-1.32507357246712,-1.06578335783807,1.33807564866411,-1.17396769660265,-0.553366312974865,"ARAR","ARAR05","05"
"ARAR05_C.3",-0.11596892645215,-0.136337354811525,0.791141305955524,0.0216050647414566,0.555740778129525,0.35207422033157,0.471167697517251,"ARAR","ARAR05","05"
"ARAR05_C.4",1.41710984537519,-1.8765856176896,-1.82961356434474,-1.0581202373356,1.36011537373169,-1.48469206951963,-0.368889804209398,"ARAR","ARAR05","05"
"ARAR05_C.5",1.38086241474687,-1.22791674663053,0.550633842206606,-0.974071980154883,1.03105771655642,0.386400449931548,-0.739089443165151,"ARAR","ARAR05","05"
"ARAR05_C.6",-0.850408559411546,-0.905675856456025,-0.936766108049219,-0.559695041170332,1.03899036677021,-0.882658129337246,-0.139282290089965,"ARAR","ARAR05","05"
"ARAR05_C.7",1.30680921707156,-1.81842247583593,-1.3986161450234,-1.31137328020566,1.49787871017964,-1.26043133545548,-0.78197659655312,"ARAR","ARAR05","05"
"ARRI01_C.1",0.582484701261418,0.307861028588828,0.40389133541452,-0.263888379214417,0.320309081785683,-1.18985181788809,0.670505532365271,"ARRI","ARRI01","01"
"ARRI01_C.2",0.285105763477435,0.13098900831555,0.559273083139271,-0.651334781510465,0.399538393535195,-0.459465024513083,-0.212481350509647,"ARRI","ARRI01","01"
"ARRI01_C.3",-0.78342552156362,0.37912444877256,0.769343788536462,-0.482592854364856,0.220459626905843,0.0428940504779873,-0.180849436067011,"ARRI","ARRI01","01"
"ARRI01_C.4",0.264419605247685,-0.0218173541600706,-0.670842929299375,0.298721459980329,0.454521713004643,-2.13412890580739,2.01073050879401,"ARRI","ARRI01","01"
"ARRI01_C.5",2.52840888851314,-0.882104514234311,-1.55512947539869,0.493749377468535,0.483021334372954,-2.50496864843822,1.25648805381036,"ARRI","ARRI01","01"
"ARRI01_C.6",-1.70231708712675,-2.06344589189264,-2.44036713985222,-0.605067746505853,1.7537158201605,-1.75826489577077,1.45602847889452,"ARRI","ARRI01","01"
"ARRI01_C.7",-1.39836675783523,0.671019738685191,-1.02430732818898,2.42616084054913,-2.44942118750086,-0.79651644091101,0.693894792319391,"ARRI","ARRI01","01"
"ARRI02_C.1",-2.34459366279454,1.94095007443857,0.114248246887355,1.61682010652165,-0.596871426116628,-2.96676290211618,3.79277681740238,"ARRI","ARRI02","02"
"ARRI02_C.2",-1.8184500078621,1.56836262312822,0.46937772297158,0.953063910333186,-0.425357869560372,-1.93928493802535,2.4972654097457,"ARRI","ARRI02","02"
"ARRI02_C.3",-2.24463782194379,1.81472554987639,0.0627623281423175,1.51936395358279,-0.53112831357138,-2.89215283485888,3.64697029753496,"ARRI","ARRI02","02"
"ARRI02_C.4",-1.82532696653827,1.75023737804756,0.651936512546799,0.982564406267218,-0.50971139145928,-1.9457713175296,2.49875936604043,"ARRI","ARRI02","02"
"ARRI02_C.5",-1.12794759341022,1.09599690159826,0.749564504938646,0.186697683560884,-0.173124081948775,-0.964337381353486,1.33848595597096,"ARRI","ARRI02","02"
"ARRI02_C.6",-0.708176735860058,0.139337453882476,-0.0896145468902857,0.104912964238573,-0.0837533958928401,-0.479758563127486,0.826790214203965,"ARRI","ARRI02","02"
"ARRI02_C.7",-0.474744870848704,-0.100091253964796,-1.1320927703775,1.66587861325908,-1.94135868048982,-0.0874900131219104,0.294100154987517,"ARRI","ARRI02","02"
"ARRI03_C.1",0.000840679673928601,0.583152576200618,0.995140993812409,-0.611021561730354,0.0512425528355511,0.109100207230371,-0.35341807274456,"ARRI","ARRI03","03"
"ARRI03_C.2",1.02039466635229,-0.948453069059553,0.793123931831788,-0.846074338553316,0.74162877175062,0.60969453110399,-0.800599205096027,"ARRI","ARRI03","03"
"ARRI03_C.3",0.694547958901114,-0.0475767034695601,0.442453620526858,0.243153517953321,-0.527968727067032,-0.00664667743152857,-0.256023003866773,"ARRI","ARRI03","03"
"ARRI03_C.4",0.336563840468787,0.0108100043337459,1.04545985647724,-0.720218487008263,0.35797599468328,0.343016054289517,-0.533542563745893,"ARRI","ARRI03","03"
"ARRI03_C.5",0.484531597330154,-0.321414348248011,1.03711795841317,-0.803138797486479,0.52258684213977,0.518660042473779,-0.675033582938403,"ARRI","ARRI03","03"
"ARRI03_C.6",0.160100720180928,-0.880133818439014,0.0983735731025591,-0.832193932579559,0.636322953110023,0.331349119071396,-0.643126517909728,"ARRI","ARRI03","03"
"ARRI03_C.7",-0.558525321930657,0.27223803685714,0.718454430291664,-0.527701446929802,0.253787136158334,0.107013165659831,-0.307184083657524,"ARRI","ARRI03","03"
"ARRI04_C.1",-0.797203304557295,0.643820246656551,0.896054482139518,-0.240886273549589,0.011065025875283,-0.14893826120338,0.238813277471451,"ARRI","ARRI04","04"
"ARRI04_C.2",-1.80954909560782,1.69870719451168,0.604038218394877,0.970284698160437,-0.488062786483915,-1.93782970533451,2.49560484939152,"ARRI","ARRI04","04"
"ARRI04_C.3",-0.858004984386558,0.544451579623779,1.03075180222025,-0.514795993993818,0.0858525761383341,0.29404741052781,-0.398713286253796,"ARRI","ARRI04","04"
"ARRI04_C.4",-1.02462673953769,1.24986931125363,1.19130236884788,0.0360914115971243,-0.289610275960248,-0.475528896853694,0.666527327587365,"ARRI","ARRI04","04"
"ARRI04_C.5",-1.85074602136368,1.7661220785807,0.63481378694994,1.01261116800278,-0.516698728459249,-1.99244568009074,2.55692546249926,"ARRI","ARRI04","04"
"ARRI04_C.6",-0.038270431226495,-0.205126308276982,0.527083166011843,-0.890109535225457,0.353355904011218,0.628033230686806,-0.672843542579982,"ARRI","ARRI04","04"
"ARRI04_C.7",-1.39725192236057,0.785384725714584,0.254676821945408,0.354044951167958,-0.0612970790203827,-1.11747402817385,1.47479384140845,"ARRI","ARRI04","04"
"ARRI05_C.1",1.37335148651388,-1.06035773778678,0.939962995278804,-0.654750008862835,0.762143532673271,0.398842295567806,-0.718365272091824,"ARRI","ARRI05","05"
"ARRI05_C.2",-0.305312575392374,0.797816457560636,1.33838868948936,-0.553344674695604,-0.0548600416769103,0.209345059723547,-0.411847888608435,"ARRI","ARRI05","05"
"ARRI05_C.3",0.139895334223494,-0.271672089767293,0.69429532472281,-0.0628957452312583,0.635568433241641,0.237087879140467,0.434387008770991,"ARRI","ARRI05","05"
"ARRI05_C.4",-0.0922315654374414,0.507973233957213,0.764605916714964,-0.427108096397008,0.162024523846232,-0.410985755441065,0.0619062040150253,"ARRI","ARRI05","05"
"ARRI05_C.5",-0.349153013468402,0.830568346577548,0.718692747300738,0.0926798563649326,-0.204362481853663,-0.651404684566069,0.599030198060211,"ARRI","ARRI05","05"
"ARRI05_C.6",-1.43558310244522,1.11359956967633,0.384418554841095,0.622913986732494,-0.303795605176354,-1.61237513286443,1.8330438056121,"ARRI","ARRI05","05"
"ARRI05_C.7",0.814260772712442,-0.727896020640834,0.922571661312801,-0.338881323940326,0.747799012469456,-0.187441439442234,0.113845968711266,"ARRI","ARRI05","05"
"SEEP01_C.1",-0.823021412853893,0.432213516865793,-0.287600342627556,1.37089819349002,-1.30048045693467,-0.215298788545449,0.353043169189314,"SEEP","SEEP01","01"
"SEEP01_C.2",-1.67156952339171,1.11791630045199,-0.652455619785081,2.44754730482565,-2.3662263837169,-1.05162604763058,1.25186222141018,"SEEP","SEEP01","01"
"SEEP01_C.3",-0.877614127748881,0.558095605063474,-1.34286674837874,2.43275326067657,-2.36494892311131,-0.659219286305971,0.623073320710547,"SEEP","SEEP01","01"
"SEEP01_C.4",-0.776506620349513,0.71154888058202,0.20895417786329,0.734686291887544,-1.10302629097478,-0.291921170135942,0.00885742064269069,"SEEP","SEEP01","01"
"SEEP01_C.5",0.0468702116995898,-0.781172184507232,-1.46420274137759,0.928393412356141,0.0621368552691446,-0.140566895396261,0.0850940023457362,"SEEP","SEEP01","01"
"SEEP01_C.6",-1.05871233933145,0.474898654836008,-1.42437676174911,2.49335273142924,-2.47646598004522,-0.915434310791148,0.682479960431623,"SEEP","SEEP01","01"
"SEEP01_C.7",-0.819449799024072,0.782840609306108,0.128718958034258,1.0611109330786,-1.40038639528299,-0.25522137664569,0.174786827965512,"SEEP","SEEP01","01"
"SEEP02_C.1",0.504244542206126,-0.669942920238066,-0.684332966385095,0.163885063937932,0.417357210768078,-0.200067124270264,0.13474000561307,"SEEP","SEEP02","02"
"SEEP02_C.2",0.798515631496708,-1.56541175212606,-0.125928571332001,-1.14671130428152,1.02672025962754,1.07174121829226,-1.04733871160331,"SEEP","SEEP02","02"
"SEEP02_C.3",0.135096297530582,-0.276997204746915,-0.0619206402954115,-0.387504589433085,-0.0379494567399209,0.126017788721924,-0.487122051855211,"SEEP","SEEP02","02"
"SEEP02_C.4",0.644783308553052,-0.483074749747439,-0.634979909646702,0.0647354461260619,-0.324599614609227,-0.203790871997644,-0.0808738271314185,"SEEP","SEEP02","02"
"SEEP02_C.5",1.23002480306497,-0.942711883727271,0.652156055647187,-0.461896916066157,0.919920736828506,1.08775422679199,-1.15164836828418,"SEEP","SEEP02","02"
"SEEP02_C.6",0.991865554649885,-0.56488743532268,0.931443987526917,-0.238701472883262,0.670979033488036,0.786840121447996,-0.906708122868695,"SEEP","SEEP02","02"
"SEEP02_C.7",0.583306912005038,-0.814082378077732,0.117137586870932,-0.645996772101282,0.908975273772561,0.121123117242866,-0.438106843072183,"SEEP","SEEP02","02"
"SEEP03_C.1",0.976584798693489,0.617832875498561,-1.02618251975865,0.673336537622936,-0.730006366673716,0.66429934468107,-0.0742527569549786,"SEEP","SEEP03","03"
"SEEP03_C.2",1.17090246020636,0.906187751294008,-1.34291326500177,-0.080867110323932,-0.169838838585784,-0.0533765393676068,-0.0873939864227373,"SEEP","SEEP03","03"
"SEEP03_C.3",1.28164069506121,0.24693683824919,-0.574168898982683,0.0827540103821191,0.0123939074930432,0.275477159150094,-0.325869452226477,"SEEP","SEEP03","03"
"SEEP03_C.4",0.419506162037983,0.862126936038067,-1.19223658294166,0.859198886569462,-1.02697702436303,0.590681096656855,-0.0202319241986878,"SEEP","SEEP03","03"
"SEEP03_C.5",1.18507599736619,0.710977419414217,-1.83148207415656,0.231557822148169,-0.331458697071726,0.644222894732289,-0.420755733619414,"SEEP","SEEP03","03"
"SEEP03_C.6",1.80181375496511,-0.411957847255735,-1.57395490337803,-0.709358667507118,0.560747731272842,-1.3676126297013,0.440663646271092,"SEEP","SEEP03","03"
"SEEP03_C.7",0.563532144736807,0.552026635959212,-1.50342532539369,0.818074066455062,-0.935356193569635,-0.158410720129948,0.136142841067196,"SEEP","SEEP03","03"
"SEEP04_C.1",0.693781715985384,-1.49835020853849,-0.297268992135688,-1.17459624144254,0.984448274091989,1.02848703938931,-0.960083045919072,"SEEP","SEEP04","04"
"SEEP04_C.2",-0.0385067736639892,-0.569692237552673,0.0306803325099207,-0.548265327452439,0.127694929129652,0.682462585551088,-0.637774000927427,"SEEP","SEEP04","04"
"SEEP04_C.3",1.1183497813657,-1.27589830558747,0.504517956628797,-0.876110335762721,1.05513404824896,1.08235649600415,-1.06737764148356,"SEEP","SEEP04","04"
"SEEP04_C.4",0.978265525048528,-1.37937026129775,0.376970757052266,-1.07901530331994,1.03366467265225,0.923066786209765,-0.935307158608335,"SEEP","SEEP04","04"
"SEEP04_C.5",1.08051359245155,-1.46848297432206,0.216180637901712,-0.939432728657832,1.11442257504016,1.15125861343705,-1.07438813905483,"SEEP","SEEP04","04"
"SEEP04_C.6",1.33931202980286,-1.54678386663804,0.296875357540256,-0.848400676043969,1.2071938261163,0.981631184597317,-1.03515490271044,"SEEP","SEEP04","04"
"SEEP04_C.7",1.00282694204584,-0.67681623839487,0.974177306606813,-0.409759858872338,0.850109711842123,0.760364945795779,-0.781877995460496,"SEEP","SEEP04","04"
"SEEP05_C.1",0.4890733959806,0.366301486903862,-0.815791376374044,0.408367642390284,-0.290071257553668,0.535585403181464,-0.24989014559151,"SEEP","SEEP05","05"
"SEEP05_C.2",0.57978535784966,0.942477517011876,-1.40196101108709,0.766480343434243,-0.459798647969083,0.961798850373825,-0.467346673711074,"SEEP","SEEP05","05"
"SEEP05_C.3",0.184918255048551,0.297344572328045,-1.29462372002478,0.539906506135911,-0.499471004765195,-0.313922249072013,-0.664632919505621,"SEEP","SEEP05","05"
"SEEP05_C.4",0.538784324803771,0.801751778075027,-1.06835514469593,0.573485185354236,-0.656456922150548,1.24341451987027,-0.125677546411309,"SEEP","SEEP05","05"
"SEEP05_C.5",0.43925006086543,0.886019971538523,-1.07044905017729,0.684877385305078,-0.469854116628413,1.00037074232166,-0.251291076327241,"SEEP","SEEP05","05"
"SEEP05_C.6",-0.0551254228181124,0.884260246822724,-1.41632049551789,1.31139250991295,-1.24572315790358,0.412888796920132,-0.392314950785942,"SEEP","SEEP05","05"
"SEEP05_C.7",-0.610473189624679,1.25960191917431,-1.32058973782024,2.15089552771672,-1.87504235739147,0.355665299729756,0.0765167780739082,"SEEP","SEEP05","05"
"VEDU",2.15355518450656,-2.25787997442979,-2.44945656902528,-1.7646173030954,1.76889126514234,1.91424160962706,-2.05401869254847,"VEDU","VEDU",""
